UUN,Age,Region,Gender,Nationality,Programme,Year,Status,Route,Year 1 Courses,Year 2 Courses,Year 3 Courses
S1843518,24,Scotland,Female,United Kingdom,PTMPHEALTH1P,1,Fully matriculated,,'PUHR11016 Epidemiology for Public Health','PUHR11001 Health Promotion',
S2442185,25,Scotland,Male,United Kingdom,PTMPHEALTH1P,1,Fully matriculated,,'PUHR11001 Health Promotion','PUHR11016 Epidemiology for Public Health',
S2315365,29,Scotland,Female,United Kingdom,PTMPHEALTH1P,1,Fully matriculated,,'PUHR11001 Health Promotion','PUHR11016 Epidemiology for Public Health',
S9550542,46,Scotland,Female,United Kingdom,PTMPHEALTH1P,4,Fully matriculated,,"'TPGR11004 CMVM Scientific Academic Writing','PUHR11001 Health Promotion','PUHR11032 Introduction to Epidemiology','PUHR11050 Introduction to Statistics','PUHR11085 Principles of Public Health'","'PUHR11092 Communicable Disease Control and Environmental Health','PUHR11049 Dissertation (Public Health)','PUHR11073 Fundamentals of Health Economics','GLHE11017 Introduction to Qualitative Research Methods','PUHR11081 Public Policy for Health','PUHR11069 Systematic Reviews'",
S1474852,43,Scotland,Female,United Kingdom,PRPHDMEDRAAF,1,Fully matriculated,,,,
S2127793,29,Scotland,Male,Saudi Arabia,PRPHDMEDRAAF,3,Fully matriculated,,,,
S2271456,31,Scotland,Female,Pakistan,PRPHDMEDRAAF,2,Fully matriculated,,,,
S1692096,30,Netherlands,Female,Netherlands,PRPHDMEDRAAF,4,Fully matriculated,,,,
S0236828,39,Scotland,Female,United Kingdom,PRPHDMEDRAAF,4,Interrupted CORRECTIONS RECEIVED,,,,
S2262436,53,Scotland,Male,Chile,PRPHDMEDRAAF,2,Fully matriculated,,,'PGSP11562 Critical approaches to Global Mental Health and Social Change',
S2003700,39,Scotland,Female,Botswana,PRPHDMEDRAAF,4,Fully matriculated,,,"'GLHE11063 Introduction to Epidemiology and Statistics','GLHE11017 Introduction to Qualitative Research Methods'",
S1935271,31,,Male,Nigeria,PRPHDMEDRAAF,,New entrant not yet matriculated,,,,
S1893484,27,Scotland,Female,"Spain (includes Ceuta, Melilla)",PRPHDMEDRAAF,3,Fully matriculated,,'PGSP11450 Public Engagement in Policymaking and Governance',,
S1963792,30,Scotland,Male,China,PRPHDMEDRAAF,,Fully matriculated CORRECTIONS REQUIRED,,,,
S1896044,37,Scotland,Female,Pakistan,PRPHDMEDRAAF,5,Fully matriculated,,'PUHR11057 Developing and Evaluating Complex Public Health Interventions','PGBI11001 Population and Quantitative Genetics',
S1307896,27,Scotland,Female,Ghana,PRPHDMEDRAAF,,Interrupted OTHER HEALTH REASONS (NSS/FINANCE MAY CONTACT),,"'PGSP11363 Health Systems Analysis','PGSP11016 Research Skills in the Social Sciences: Data Collection'",,
S1778134,28,Scotland,Female,United Kingdom,PRPHDMEDRAAF,,Successfully achieved an award,,,,
S1896686,29,"Italy, includes Sardinia, Sicily",Female,"Italy (includes Sardinia, Sicily)",PRPHDMEDRAAF,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,,,
S1855028,35,Scotland,Female,"Korea (South) [Korea, Republic of]",PRPHDMEDRAAF,,Successfully achieved an award,,'PUHR11062 Advanced Epidemiology',,
S1910170,19,Scotland,Male,United Kingdom,PRPHDMEDRAAF,3,Fully matriculated,,,,
S2000934,40,Scotland,Female,United Kingdom,PRPHDMEDRAAF,2,Fully matriculated,,"'PGGE11272 GIS and Spatial Analytics for Health','PGBI11123 Introduction to Python Programming for Data Science','SSPS10024 Multi-Level Modelling in Social Science'",,
S2245037,44,Scotland,Female,United States,PRPHDMEDRAAF,2,Fully matriculated,,,,
S2005683,28,Scotland,Female,Ireland,PRPHDMEDRAAF,4,Interrupted THESIS SUBMITTED,,,,
S1895156,40,Scotland,Male,Kazakhstan,PRPHDMEDRAAF,4,Fully matriculated,,'PUHR11050 Introduction to Statistics',,
S2463615,32,Scotland,Female,United Kingdom,PRPHDMEDRAAF,1,Fully matriculated,,,,
S1607292,34,Scotland,Male,Indonesia,PRPHDMEDRAAF,2,Fully matriculated,,,,
S1257973,41,Scotland,Female,Chile,PRPHDMEDRAAF,4,Fully matriculated,,'PUHR11045 Qualitative Research in Health',,
S2121029,39,England,Female,Pakistan,PRPHDMEDRAAF,,Fully matriculated CORRECTIONS REQUIRED,,,,
S1542729,28,"Italy, includes Sardinia, Sicily",Female,"Italy (includes Sardinia, Sicily)",PRPHDMEDRAAF,6,Successfully achieved an award,,'PUHR11050 Introduction to Statistics',,
S2084759,28,Scotland,Female,China,PRPHDMEDRAAF,2,Fully matriculated,,,,
S2330361,24,Scotland,Female,China,PRPHDMEDRAAF,1,Fully matriculated,,'PGBI11125 Quantitative Genetics',,
S2415151,24,Scotland,Female,India,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S2127542,27,Scotland,Female,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,,'INFR11182 Introductory Applied Machine Learning',
S1605280,25,Scotland,Male,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1639004,25,Scotland,Female,United Kingdom,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S2225615,24,Scotland,Female,France (includes Corsica),PRPHDISPME2F,,Interrupted OTHER HEALTH REASONS (NSS/FINANCE MAY CONTACT),,,"'INFR11160 Bioinformatics 1','MATH11203 Introductory Probability and Statistics'",
S1818699,26,Scotland,Male,Malta,PRPHDISPME2F,5,Interrupted THESIS SUBMITTED,,,'PGBI11107 Biophysical Chemistry for MSc Biochemistry',
S2418434,26,Scotland,Male,Malta,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S2089417,26,Scotland,Male,Poland,PRPHDISPME2F,3,Fully matriculated,,,'MATH11203 Introductory Probability and Statistics',
S1965270,30,Scotland,Male,United Kingdom,PRPHDISPME2F,5,Fully matriculated,,,"'PGBI11002 Genetic Interpretation','PGBI11001 Population and Quantitative Genetics','PGBI11003 Statistics and Data Analysis'",
S1506888,27,Scotland,Male,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,"'PGBI11002 Genetic Interpretation','PGBI11001 Population and Quantitative Genetics','PGBI11003 Statistics and Data Analysis'","'INFR11177 Programming Skills','MATH11029 Stochastic Modelling'",
S1995578,29,Scotland,Female,"Italy (includes Sardinia, Sicily)",PRPHDISPME2F,,Fully matriculated CORRECTIONS REQUIRED,,,'PGBI11023 Molecular Modelling and Database Mining',
S2449905,24,Scotland,Male,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S2088949,25,Germany,Female,United Kingdom,PRPHDISPME2F,4,Fully matriculated STUDY AWAY,,,"'INFR11160 Bioinformatics 1','MATH11203 Introductory Probability and Statistics'",
S1247426,29,Scotland,Female,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,,'MATH11203 Introductory Probability and Statistics',
S1522100,25,Scotland,Male,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,"'INFR11140 Image and Vision Computing','INFR11130 Machine Learning and Pattern Recognition','MATH11199 Python Programming'",'INFR11132 Machine Learning Practical',
S2093301,25,Scotland,Female,Ireland,PRPHDISPME2F,,Interrupted PGR PROFESSIONAL INTERNSHIP (NON CREDIT BEARING),,,'NEME11054 Practical Image Analysis 1',
S1654019,31,Scotland,Female,Poland,PRPHDISPME2F,3,Fully matriculated,,,"'MCLM11060 Credits Awarded for Taught Courses [University of Glasgow] Introduction To Statistical Methods MED5029','PUHR11107 Credits Awarded to Taught Courses [University of Glasgow] Data Science MED5378'",
S1798017,29,Scotland,Male,United Kingdom,PRPHDISPME2F,,Interrupted OTHER HEALTH REASONS (NSS/FINANCE MAY CONTACT),,,'MCLM11060 Credits Awarded for Taught Courses [University of Glasgow] Introduction To Statistical Methods MED5029','INFR11160 Bioinformatics 1'
S1964600,32,Scotland,Female,Poland,PRPHDISPME2F,5,Fully matriculated,,,"'MATH11203 Introductory Probability and Statistics','PGEE11164 Probability, Estimation Theory and Random Signals (PETARS) (MSc)','PGBI11003 Statistics and Data Analysis'","'INFR11182 Introductory Applied Machine Learning','PGBI11089 Practical Systems Biology'"
S1689921,32,Scotland,Female,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S2226268,24,Scotland,Female,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,,"'PUHR11096 Epidemiology and Statistics for Public Health','PUHR11099 Systematic Reviews for Public Health'",
S0678276,35,SCOTLAND,Female,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1886686,28,Scotland,Female,United Kingdom,PRPHDISPME2F,6,Interrupted THESIS SUBMITTED,,,'PGBI11089 Practical Systems Biology',
S1554563,27,Scotland,Female,Hungary,PRPHDISPME2F,4,Fully matriculated,,,"'PGBI11057 Bioinformatics Algorithms','PGBI11040 Functional Genomic Technologies'",'BILG11004 Next Generation Genomics'
S1539617,27,Scotland,Female,Poland,PRPHDISPME2F,4,Fully matriculated,,,"'INFR11160 Bioinformatics 1','INFR11182 Introductory Applied Machine Learning'",
S2225714,26,Scotland,Male,Bulgaria,PRPHDISPME2F,3,Fully matriculated,,,"'INFR11182 Introductory Applied Machine Learning','NEME11054 Practical Image Analysis 1'",
S1659595,25,Scotland,Female,"Spain (includes Ceuta, Melilla)",PRPHDISPME2F,3,Fully matriculated,,"'INFR11160 Bioinformatics 1','DEBI10021 Patterning in Development','DEBI10034 Pluripotency and the Germline'",'EMND11031 Global Health: Fundamentals','MCLM11081 Student-Led Individually Created Course for Precision Medicine'
S1799163,26,Scotland,Female,Ireland,PRPHDISPME2F,4,Fully matriculated,,'PGBI11003 Statistics and Data Analysis','PGBI11089 Practical Systems Biology',
S1891864,27,Scotland,Female,United Kingdom,PRPHDISPME2F,,Interrupted ASSUMED COMPLETED AND RESULT ASSUMED PENDING,,,'PGBI11089 Practical Systems Biology','PGBI11110 Programming for the Life Sciences'
S2421111,25,Scotland,Female,United Kingdom,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S1859119,33,"Spain, includes Ceuta, Melilla",Male,"Spain (includes Ceuta, Melilla)",PRPHDISPME2F,5,Fully matriculated STUDY AWAY,,,'INFR11182 Introductory Applied Machine Learning',
S2418564,27,Scotland,Female,United Kingdom,PRPHDISPME2F,,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1407997,26,Scotland,Male,United Kingdom,PRPHDISPME2F,5,Fully matriculated,,,"'PGBI11002 Genetic Interpretation','MATH11203 Introductory Probability and Statistics','PGBI11001 Population and Quantitative Genetics'",
S2263267,23,Scotland,Male,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S2038051,30,Scotland,Female,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,'MATH11203 Introductory Probability and Statistics',"'PUHR11103 Data analysis with R','GLHE11086 Health Data Science','PUHR11102 Statistical Modelling for Public Health','MCLM11081 Student-Led Individually Created Course for Precision Medicine'",
S2556897,25,England,Male,Cyprus (European Union),PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1051696,31,Scotland,Female,United Kingdom,PRPHDISPME2F,,Fully matriculated CORRECTIONS REQUIRED,,,"'PGBI11006 Bioinformatics','PGBI11110 Programming for the Life Sciences'",
S1855283,30,Germany,Male,Netherlands,PRPHDISPME2F,5,Successfully achieved an award,,,'INFR11130 Machine Learning and Pattern Recognition','INFR11130 Machine Learning and Pattern Recognition'
S2126343,26,Scotland,Female,"Spain (includes Ceuta, Melilla)",PRPHDISPME2F,4,Fully matriculated,,,"'INFR11160 Bioinformatics 1','PGBI11089 Practical Systems Biology'","'INFR11182 Introductory Applied Machine Learning','PGBI11023 Molecular Modelling and Database Mining'"
S2560612,26,Scotland,Male,Germany,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1542999,27,Scotland,Male,Finland,PRPHDISPME2F,3,Fully matriculated,,,'PGBI11086 Linkage and Association in Genome Analysis',
S1604447,25,Scotland,Female,Lithuania,PRPHDISPME2F,3,Fully matriculated,,,,
S2561705,25,Scotland,Male,United Kingdom,PRPHDISPME2F,1,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1754085,25,Scotland,Male,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,,"'MATH07003 Fundamentals of Algebra and Calculus','PGBI11089 Practical Systems Biology'",
S2413872,25,Scotland,Female,China,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S1965156,30,England,Female,Lithuania,PRPHDISPME2F,4,Fully matriculated,,,'MATH11203 Introductory Probability and Statistics',
S2221903,30,Scotland,Male,Lithuania,PRPHDISPME2F,3,Fully matriculated,,,'PGBI11086 Linkage and Association in Genome Analysis',
S1990020,27,Scotland,Female,United Kingdom,PRPHDISPME2F,5,Fully matriculated,,,'PGBI11089 Practical Systems Biology',
S2222070,23,Scotland,Female,Germany,PRPHDISPME2F,2,Fully matriculated,,"'INFR11160 Bioinformatics 1','MATH11203 Introductory Probability and Statistics','PGBI11003 Statistics and Data Analysis'",'PGBI11122 Using R for Data Science',
S1997351,35,"Spain, includes Ceuta, Melilla",Female,Germany,PRPHDISPME2F,5,Interrupted THESIS SUBMITTED,,,,
S1799070,32,Scotland,Male,"Italy (includes Sardinia, Sicily)",PRPHDISPME2F,3,Fully matriculated,,,,
S1208554,29,Scotland,Female,United Kingdom,PRPHDISPME2F,6,Interrupted THESIS SUBMITTED,,,,
S1994845,25,Scotland,Female,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,,"'PLSC11003 Phylogenetics and Population Genetics','PGBI11126 Population Genomic Analysis'",
S1510333,26,Scotland,Female,United Kingdom,PRPHDISPME2F,,Interrupted OTHER HEALTH REASONS (NSS/FINANCE MAY CONTACT),,,'PGBI11083 Genetics of Human Complex Traits',
S1926871,28,Scotland,Female,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,,'INFR11160 Bioinformatics 1',
S1004762,31,Scotland,Male,United Kingdom,PRPHDISPME2F,,Continuing student not yet matriculated CORRECTIONS REQUIRED,,,"'MCLM11049 Credits Awarded for Taught Courses [University of Glasgow] Omic analyses for the biomedical sciences: from genomics to m','MCLM11041 Credits Awarded for Taught Courses [University of Glasgow] Statistics 1 MED5341'",
S1304474,29,Scotland,Female,Cyprus (European Union),PRPHDISPME2F,4,Fully matriculated,,,'MATH11203 Introductory Probability and Statistics',
S2223450,29,Scotland,Female,Germany,PRPHDISPME2F,3,Fully matriculated,,,"'INFR11160 Bioinformatics 1','PGBI11095 Bioinformatics Programming and System Management'",
S2198071,25,Scotland,Female,Czech Republic,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S1955203,28,Wales,Female,Nigeria,PRPHDISPME2F,3,Fully matriculated,,,'PGBI11095 Bioinformatics Programming and System Management',
S2421127,24,Scotland,Female,United Kingdom,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S1997181,36,Scotland,Male,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,,"'PGEE11164 Probability, Estimation Theory and Random Signals (PETARS) (MSc)'",
S1326657,29,Scotland,Female,Cyprus (European Union),PRPHDISPME2F,5,Fully matriculated,,,"'INFR11182 Introductory Applied Machine Learning','MATH11203 Introductory Probability and Statistics'",
S2225262,26,Scotland,Male,United Kingdom,PRPHDISPME2F,3,Fully matriculated,,,"'INFR11160 Bioinformatics 1','NEME11054 Practical Image Analysis 1'",
S1756562,29,Scotland,Male,United Kingdom,PRPHDISPME2F,,Fully matriculated CORRECTIONS REQUIRED,,,"'MATH11199 Python Programming','MATH11176 Statistical Programming'",'BILG11004 Next Generation Genomics'
S1692170,30,Scotland,Female,Poland,PRPHDISPME2F,5,Interrupted THESIS SUBMITTED,,,'PGBI11089 Practical Systems Biology',
S1795504,29,Scotland,Male,United Kingdom,PRPHDISPME2F,,New entrant not yet matriculated,,'MCLM11085 Precision Medicine Introduction',,
S1721235,24,Scotland,Female,Germany,PRPHDISPME2F,2,Fully matriculated,,,'MCLM11085 Precision Medicine Introduction',
S1785889,27,Scotland,Male,United Kingdom,PRPHDISPME2F,4,Fully matriculated,,,'MCLM11037 Medical Informatics','BILG11004 Next Generation Genomics'
S2067891,25,Scotland,Male,Sweden,PRPHDISPME2F,3,Fully matriculated,,"'INFR11182 Introductory Applied Machine Learning','MATH11203 Introductory Probability and Statistics','NEME11054 Practical Image Analysis 1'",'INFR11132 Machine Learning Practical',
S2125759,29,Scotland,Male,Germany,PRPHDISPME2F,4,Fully matriculated,,,'INFR11182 Introductory Applied Machine Learning',
